lsn,eventtime,event,filedirectoryname,fullpath,creationtime,modifiedtime,mftmodifiedtime,accessedtime,redo,targetvcn,clusterindex,missing_fullpath_flag
8725284227,12/23/23 0:16:15,Updating Modified Time,idp-removal.bxlog,\ProgramData\Avast Software\Avast\log\idp-removal.bxlog,12/20/22 22:00:36,12/23/23 0:16:13,12/23/23 0:16:13,12/23/23 0:16:13,Update Resident Value,0x15422,2,0
8725284346,12/23/23 0:16:15,File Creation,4000f539-9244-4f0c-b488-cc209413af7e.tmp,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Network\4000f539-9244-4f0c-b488-cc209413af7e.tmp,12/23/23 0:16:15,12/23/23 0:16:15,12/23/23 0:16:15,12/23/23 0:16:15,Initialize File Record Segment,0x7E23,6,0
8725285248,12/23/23 0:16:15,File Creation,SCT Auditing Pending Reports~RF485c6.TMP,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Network\SCT Auditing Pending Reports~RF485c6.TMP,12/23/23 0:16:15,12/23/23 0:16:15,12/23/23 0:16:15,12/23/23 0:16:15,Initialize File Record Segment,0x7E24,0,0
8725285616,12/23/23 0:16:15,File Deletion,SCT Auditing Pending Reports~RF485c6.TMP,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Network\SCT Auditing Pending Reports~RF485c6.TMP,12/23/23 0:16:15,12/23/23 0:16:15,12/23/23 0:16:15,12/23/23 0:16:15,Deallocate File Record Segment,0x7E24,0,0
8725287057,12/23/23 0:16:15,File Deletion,SCT Auditing Pending Reports~RF485c6.TMP,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Network\SCT Auditing Pending Reports~RF485c6.TMP,4/19/23 10:22:23,12/19/23 15:16:34,12/23/23 0:16:15,12/19/23 15:16:34,Deallocate File Record Segment,0x157BD,6,0
8725287301,12/23/23 0:16:15,File Creation,737de8ae-e692-4e9f-a021-75e7db31d810.tmp,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Network\737de8ae-e692-4e9f-a021-75e7db31d810.tmp,12/23/23 0:16:15,12/23/23 0:16:15,12/23/23 0:16:15,12/23/23 0:16:15,Initialize File Record Segment,0x7E24,0,0
8725288152,12/23/23 0:16:15,File Creation,SCT Auditing Pending Reports~RF485d6.TMP,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Network\SCT Auditing Pending Reports~RF485d6.TMP,12/23/23 0:16:15,12/23/23 0:16:15,12/23/23 0:16:15,12/23/23 0:16:15,Initialize File Record Segment,0x7E24,2,0
8725288524,12/23/23 0:16:15,File Deletion,SCT Auditing Pending Reports~RF485d6.TMP,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Network\SCT Auditing Pending Reports~RF485d6.TMP,12/23/23 0:16:15,12/23/23 0:16:15,12/23/23 0:16:15,12/23/23 0:16:15,Deallocate File Record Segment,0x7E24,2,0
8725289896,12/23/23 0:16:15,File Deletion,SCT Auditing Pending Reports~RF485d6.TMP,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Network\SCT Auditing Pending Reports~RF485d6.TMP,4/19/23 10:22:23,12/23/23 0:16:15,12/23/23 0:16:15,12/23/23 0:16:15,Deallocate File Record Segment,0x7E23,6,0
8725290090,12/23/23 0:16:15,File Creation,5a2a7058cf8d1e56c20e6b19a7c48eb2386d141b.tbres,\Users\blueangel\AppData\Local\Microsoft\TokenBroker\Cache\5a2a7058cf8d1e56c20e6b19a7c48eb2386d141b.tbres,12/23/23 0:16:15,12/23/23 0:16:15,12/23/23 0:16:15,12/23/23 0:16:15,Initialize File Record Segment,0x7E23,6,0
8725290612,12/16/22 17:14:29,Updating Modified Time,Cache,\Users\blueangel\AppData\Local\Microsoft\TokenBroker\Cache,12/16/22 17:14:29,12/23/23 0:16:15,12/23/23 0:16:15,12/23/23 0:16:15,Update Resident Value,0x6981,2,0
8725291553,12/23/23 0:14:36,File Creation,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/23/23 0:14:36,12/23/23 0:16:15,12/23/23 0:16:15,12/23/23 0:16:15,Initialize File Record Segment,0x7E24,2,0
8725292852,12/23/23 0:14:36,File Deletion,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/23/23 0:14:36,12/23/23 0:16:15,12/23/23 0:16:15,12/23/23 0:16:15,Deallocate File Record Segment,0x7E24,2,0
8725293037,12/23/23 0:14:36,File Creation,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/23/23 0:14:36,12/23/23 0:16:15,12/23/23 0:16:15,12/23/23 0:16:15,Initialize File Record Segment,0x7E24,2,0
8725294198,12/23/23 0:14:36,File Deletion,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/23/23 0:14:36,12/23/23 0:16:15,12/23/23 0:16:15,12/23/23 0:16:15,Deallocate File Record Segment,0x7E24,2,0
8725295457,12/23/23 0:14:36,File Creation,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/23/23 0:14:36,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,Initialize File Record Segment,0x7E24,2,0
8725296717,12/23/23 0:14:36,File Deletion,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/23/23 0:14:36,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,Deallocate File Record Segment,0x7E24,2,0
8725296902,12/23/23 0:14:36,File Creation,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/23/23 0:14:36,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,Initialize File Record Segment,0x7E24,2,0
8725298224,12/23/23 0:14:36,File Deletion,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/23/23 0:14:36,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,Deallocate File Record Segment,0x7E24,2,0
8725298660,12/23/23 0:14:22,Updating MFTModified Time,api-ms-win-core-debug-l1-1-0.dll,\Program Files (x86)\Dropbox\Client\189.4.8395\api-ms-win-core-debug-l1-1-0.dll,12/23/23 0:14:22,12/19/23 4:19:22,12/23/23 0:16:16,12/23/23 0:14:22,Update Resident Value,0x160B3,6,0
8725302566,4/19/23 16:05:21,File Deletion,Session_13326365121297791,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Sessions\Session_13326365121297791,4/19/23 16:05:21,4/19/23 16:09:28,4/19/23 16:09:28,12/19/23 15:16:07,Deallocate File Record Segment,0x4B24,6,0
8725302742,12/23/23 0:16:16,File Creation,Session_13347735376629830,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Sessions\Session_13347735376629830,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,Initialize File Record Segment,0x4B24,6,0
8725304728,12/23/23 0:16:16,File Deletion,f_000554,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_000554,12/19/23 15:16:11,12/19/23 15:16:11,12/23/23 0:16:14,12/19/23 15:16:11,Deallocate File Record Segment,0x7B3B,4,0
8725304950,12/23/23 0:16:16,File Deletion,f_000555,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_000555,12/19/23 15:16:12,12/19/23 15:16:12,12/23/23 0:16:14,12/19/23 15:16:12,Deallocate File Record Segment,0x7B3C,6,0
8725305107,12/23/23 0:16:16,File Creation,f_000564,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_000564,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,Initialize File Record Segment,0x7B3B,4,0
8725305708,12/23/23 0:16:16,File Creation,f_000565,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_000565,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,Initialize File Record Segment,0x7B3C,6,0
8725306342,12/23/23 0:14:36,File Creation,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/23/23 0:14:36,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,Initialize File Record Segment,0x7E24,2,0
8725307766,12/23/23 0:14:36,File Deletion,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/23/23 0:14:36,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,Deallocate File Record Segment,0x7E24,2,0
8725307959,12/23/23 0:14:36,File Creation,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/23/23 0:14:36,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,Initialize File Record Segment,0x7E24,2,0
8725310057,12/23/23 0:14:36,File Deletion,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/23/23 0:14:36,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,Deallocate File Record Segment,0x7E24,2,0
8725310197,12/19/23 15:16:12,File Deletion,f_000558,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_000558,12/19/23 15:16:12,12/19/23 15:16:12,12/23/23 0:16:14,12/19/23 15:16:12,Deallocate File Record Segment,0x7B40,4,0
8725310354,12/23/23 0:16:16,File Creation,f_000566,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_000566,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,Initialize File Record Segment,0x7B40,4,0
8725311008,12/23/23 0:16:16,File Deletion,f_000559,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_000559,12/19/23 15:16:12,12/19/23 15:16:12,12/23/23 0:16:14,12/19/23 15:16:12,Deallocate File Record Segment,0x7B44,6,0
8725311512,12/23/23 0:16:16,File Creation,f_000567,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_000567,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,Initialize File Record Segment,0x7B44,6,0
8725312101,12/23/23 0:16:16,File Deletion,f_00055a,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_00055a,12/19/23 15:16:12,12/19/23 15:16:12,12/23/23 0:16:14,12/19/23 15:16:12,Deallocate File Record Segment,0x813A,4,0
8725312246,12/23/23 0:16:16,File Deletion,f_00055b,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_00055b,12/19/23 15:16:13,12/19/23 15:16:13,12/23/23 0:16:14,12/19/23 15:16:13,Deallocate File Record Segment,0x6BDE,4,0
8725312403,12/23/23 0:16:16,File Creation,f_000568,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_000568,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,Initialize File Record Segment,0x6BDE,4,0
8725313006,12/23/23 0:16:16,File Creation,f_000569,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_000569,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,Initialize File Record Segment,0x7E24,2,0
8725313604,12/23/23 0:16:16,File Deletion,f_00055c,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_00055c,12/19/23 15:16:13,12/19/23 15:16:13,12/23/23 0:16:14,12/19/23 15:16:13,Deallocate File Record Segment,0x7B15,4,0
8725313803,12/23/23 0:16:16,File Deletion,f_000556,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_000556,12/19/23 15:16:12,12/19/23 15:16:12,12/23/23 0:16:14,12/19/23 15:16:12,Deallocate File Record Segment,0x7B40,0,0
8725313960,12/23/23 0:16:16,File Creation,f_00056a,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_00056a,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,Initialize File Record Segment,0x7B15,4,0
8725314664,12/23/23 0:16:16,File Creation,f_00056b,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_00056b,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,12/23/23 0:16:16,Initialize File Record Segment,0x7B40,0,0
8725317441,12/23/23 0:16:17,File Creation,Tabs_13347735377150238,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Sessions\Tabs_13347735377150238,12/23/23 0:16:17,12/23/23 0:16:17,12/23/23 0:16:17,12/23/23 0:16:17,Initialize File Record Segment,0x7E24,4,0
8725318419,12/23/23 0:16:17,File Deletion,f874b20ef8e89c12_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\f874b20ef8e89c12_0,12/19/23 15:16:15,12/19/23 15:16:15,12/19/23 15:16:15,12/23/23 0:16:16,Deallocate File Record Segment,0x157B0,6,0
8725318567,12/23/23 0:16:17,File Deletion,8a0d093503278fb5_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\8a0d093503278fb5_0,12/19/23 15:16:16,12/19/23 15:16:16,12/19/23 15:16:16,12/23/23 0:16:16,Deallocate File Record Segment,0x157A3,4,0
8725318725,12/23/23 0:16:17,File Deletion,2129e05781dc5580_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\2129e05781dc5580_0,12/29/22 22:01:38,12/19/23 15:16:17,12/19/23 15:16:17,12/23/23 0:16:16,Deallocate File Record Segment,0x157B3,4,0
8725318873,12/23/23 0:16:17,File Deletion,9cb9f425524e210c_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\9cb9f425524e210c_0,12/19/23 15:16:16,12/19/23 15:16:16,12/19/23 15:16:16,12/23/23 0:16:16,Deallocate File Record Segment,0x2F50,0,0
8725319021,12/23/23 0:16:17,File Deletion,83cd3a52e88a1eec_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\83cd3a52e88a1eec_0,12/19/23 15:16:17,12/19/23 15:16:17,12/19/23 15:16:17,12/23/23 0:16:16,Deallocate File Record Segment,0x157B3,6,0
8725319177,12/23/23 0:16:17,File Deletion,8f3c2e2c260a7099_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\8f3c2e2c260a7099_0,12/29/22 22:01:37,12/19/23 15:16:16,12/19/23 15:16:16,12/23/23 0:16:16,Deallocate File Record Segment,0x157B1,0,0
8725319325,12/23/23 0:16:17,File Deletion,de094462c40398dc_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\de094462c40398dc_0,12/19/23 15:16:17,12/19/23 15:16:17,12/19/23 15:16:17,12/23/23 0:16:16,Deallocate File Record Segment,0x157B4,2,0
8725319522,12/23/23 0:16:17,File Deletion,b7def6ab7bcd560b_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\b7def6ab7bcd560b_0,12/19/23 15:16:17,12/19/23 15:16:17,12/19/23 15:16:17,12/23/23 0:16:16,Deallocate File Record Segment,0x157B4,4,0
8725319670,12/23/23 0:16:17,File Deletion,b21834e5c0a9e7ac_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\b21834e5c0a9e7ac_0,12/19/23 15:16:16,12/19/23 15:16:16,12/19/23 15:16:16,12/23/23 0:16:16,Deallocate File Record Segment,0x157B2,4,0
8725319826,12/23/23 0:16:17,File Deletion,b1ad07a9dcbf02ef_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\b1ad07a9dcbf02ef_0,12/19/23 15:16:17,12/19/23 15:16:17,12/19/23 15:16:17,12/23/23 0:16:16,Deallocate File Record Segment,0x6804,6,0
8725319974,12/23/23 0:16:17,File Deletion,947fa8912ae424bd_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\947fa8912ae424bd_0,12/19/23 15:16:17,12/19/23 15:16:17,12/19/23 15:16:17,12/23/23 0:16:16,Deallocate File Record Segment,0x157B4,0,0
8725320122,12/23/23 0:16:17,File Deletion,de32c383c8ad01e9_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\de32c383c8ad01e9_0,12/19/23 15:16:16,12/19/23 15:16:16,12/19/23 15:16:16,12/23/23 0:16:16,Deallocate File Record Segment,0x2091,4,0
8725320350,12/23/23 0:16:17,File Deletion,f_000560,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_000560,12/19/23 15:16:16,12/19/23 15:16:16,12/23/23 0:16:14,12/19/23 15:16:16,Deallocate File Record Segment,0x157B2,0,0
8725320642,12/23/23 0:16:17,File Deletion,f_00055f,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_00055f,12/19/23 15:16:16,12/19/23 15:16:16,12/23/23 0:16:14,12/19/23 15:16:16,Deallocate File Record Segment,0x157B1,6,0
8725320811,12/23/23 0:16:17,File Creation,f_00056c,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_00056c,12/23/23 0:16:17,12/23/23 0:16:17,12/23/23 0:16:17,12/23/23 0:16:17,Initialize File Record Segment,0x2091,4,0
8725321515,12/23/23 0:16:17,File Creation,f_00056d,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_00056d,12/23/23 0:16:17,12/23/23 0:16:17,12/23/23 0:16:17,12/23/23 0:16:17,Initialize File Record Segment,0x2F50,0,0
8725322068,12/23/23 0:16:12,Updating MFTModified Time,setup.exe,\Users\blueangel\AppData\Local\Temp\RarSFX1\setup.exe,12/23/23 0:16:12,10/11/10 14:08:00,12/23/23 0:16:17,12/23/23 0:16:12,Update Resident Value,0x7E1F,2,0
8725322210,12/23/23 0:14:36,File Creation,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/23/23 0:14:36,12/23/23 0:16:17,12/23/23 0:16:17,12/23/23 0:16:17,Initialize File Record Segment,0x6804,6,0
8725323470,12/23/23 0:14:36,File Deletion,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/23/23 0:14:36,12/23/23 0:16:17,12/23/23 0:16:17,12/23/23 0:16:17,Deallocate File Record Segment,0x6804,6,0
8725323655,12/23/23 0:14:36,File Creation,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/23/23 0:14:36,12/23/23 0:16:17,12/23/23 0:16:17,12/23/23 0:16:17,Initialize File Record Segment,0x6804,6,0
8725324818,12/23/23 0:14:36,File Deletion,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/23/23 0:14:36,12/23/23 0:16:17,12/23/23 0:16:17,12/23/23 0:16:17,Deallocate File Record Segment,0x6804,6,0
8725325030,12/19/23 15:16:15,File Creation,f874b20ef8e89c12_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\f874b20ef8e89c12_0,12/19/23 15:16:15,12/23/23 0:16:17,12/23/23 0:16:17,12/23/23 0:16:17,Initialize File Record Segment,0x6804,6,0
8725326268,12/19/23 15:16:16,File Creation,8a0d093503278fb5_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\8a0d093503278fb5_0,12/19/23 15:16:16,12/23/23 0:16:17,12/23/23 0:16:17,12/23/23 0:16:17,Initialize File Record Segment,0x7E24,6,0
8725327207,12/29/22 22:01:37,File Creation,8f3c2e2c260a7099_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\8f3c2e2c260a7099_0,12/29/22 22:01:37,12/23/23 0:16:17,12/23/23 0:16:17,12/23/23 0:16:17,Initialize File Record Segment,0x7E25,0,0
8725328066,12/23/23 0:16:17,File Creation,d8998e511e3a5a9d_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\d8998e511e3a5a9d_0,12/23/23 0:16:17,12/23/23 0:16:17,12/23/23 0:16:17,12/23/23 0:16:17,Initialize File Record Segment,0x7E25,2,0
8725329787,12/23/23 0:16:17,Directory Deletion,ceabf270-eebe-4931-873a-f8aee5c59dd1,\Users\blueangel\AppData\Roaming\Avast Software\Avast\Cache\blob_storage\ceabf270-eebe-4931-873a-f8aee5c59dd1,12/22/23 14:42:50,12/22/23 14:42:50,12/22/23 14:42:50,12/23/23 0:13:40,Deallocate File Record Segment,0x228A,0,0
8725330068,12/23/23 0:16:17,Directory Creation,fda982cc-a982-4297-b02f-fa480a34d79e,\Users\blueangel\AppData\Roaming\Avast Software\Avast\Cache\blob_storage\fda982cc-a982-4297-b02f-fa480a34d79e,12/23/23 0:16:17,12/23/23 0:16:17,12/23/23 0:16:17,12/23/23 0:16:17,Initialize File Record Segment,0x228A,0,0
8725330477,12/19/23 15:16:16,File Creation,9cb9f425524e210c_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\9cb9f425524e210c_0,12/19/23 15:16:16,12/23/23 0:16:17,12/23/23 0:16:17,12/23/23 0:16:17,Initialize File Record Segment,0x7E25,4,0
8725331278,12/19/23 15:16:16,File Creation,de32c383c8ad01e9_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\de32c383c8ad01e9_0,12/19/23 15:16:16,12/23/23 0:16:17,12/23/23 0:16:17,12/23/23 0:16:17,Initialize File Record Segment,0x7E25,6,0
8725332093,12/23/23 0:16:17,File Creation(File System Tunneling),b21834e5c0a9e7ac_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\b21834e5c0a9e7ac_0,12/19/23 15:16:16,12/23/23 0:16:17,12/23/23 0:16:17,12/23/23 0:16:17,Initialize File Record Segment,0x7E26,0,0
8725333597,12/19/23 15:16:17,File Creation,b1ad07a9dcbf02ef_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\b1ad07a9dcbf02ef_0,12/19/23 15:16:17,12/23/23 0:16:18,12/23/23 0:16:18,12/23/23 0:16:18,Initialize File Record Segment,0x7E26,2,0
8725334469,12/29/22 22:01:38,File Creation,2129e05781dc5580_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\2129e05781dc5580_0,12/29/22 22:01:38,12/23/23 0:16:18,12/23/23 0:16:18,12/23/23 0:16:18,Initialize File Record Segment,0x7E26,4,0
8725335365,12/19/23 15:16:17,File Creation,83cd3a52e88a1eec_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\83cd3a52e88a1eec_0,12/19/23 15:16:17,12/23/23 0:16:18,12/23/23 0:16:18,12/23/23 0:16:18,Initialize File Record Segment,0x7E26,6,0
8725336524,12/19/23 15:16:17,File Creation,947fa8912ae424bd_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\947fa8912ae424bd_0,12/19/23 15:16:17,12/23/23 0:16:18,12/23/23 0:16:18,12/23/23 0:16:18,Initialize File Record Segment,0x7E27,0,0
8725337554,12/19/23 15:16:17,File Creation,de094462c40398dc_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\de094462c40398dc_0,12/19/23 15:16:17,12/23/23 0:16:18,12/23/23 0:16:18,12/23/23 0:16:18,Initialize File Record Segment,0x7E27,2,0
8725338353,12/19/23 15:16:17,File Creation,b7def6ab7bcd560b_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\b7def6ab7bcd560b_0,12/19/23 15:16:17,12/23/23 0:16:18,12/23/23 0:16:18,12/23/23 0:16:18,Initialize File Record Segment,0x7E27,4,0
8725339308,12/23/23 0:16:18,File Creation,LOG.old~RF4915f.TMP,\Users\blueangel\AppData\Roaming\Avast Software\Avast\Cache\LOG.old~RF4915f.TMP,12/23/23 0:16:18,12/23/23 0:16:18,12/23/23 0:16:18,12/23/23 0:16:18,Initialize File Record Segment,0x7E27,6,0
8725339656,12/23/23 0:16:18,File Deletion,LOG.old~RF4915f.TMP,\Users\blueangel\AppData\Roaming\Avast Software\Avast\Cache\LOG.old~RF4915f.TMP,12/23/23 0:16:18,12/23/23 0:16:18,12/23/23 0:16:18,12/23/23 0:16:18,Deallocate File Record Segment,0x7E27,6,0
8725340753,12/20/22 22:01:13,File Deletion,LOG.old~RF4915f.TMP,\Users\blueangel\AppData\Roaming\Avast Software\Avast\Cache\LOG.old~RF4915f.TMP,12/20/22 22:01:13,12/19/23 17:31:55,12/23/23 0:16:18,12/19/23 17:31:55,Deallocate File Record Segment,0x5F,2,0
8725340898,12/20/22 22:01:13,File Creation,LOG,\Users\blueangel\AppData\Roaming\Avast Software\Avast\Cache\LOG,12/20/22 22:01:13,12/23/23 0:16:18,12/23/23 0:16:18,12/23/23 0:16:18,Initialize File Record Segment,0x5F,2,0
8725341576,12/23/23 0:16:18,File Creation,cb56595c3622a867_0,\Users\blueangel\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\cb56595c3622a867_0,12/23/23 0:16:18,12/23/23 0:16:18,12/23/23 0:16:18,12/23/23 0:16:18,Initialize File Record Segment,0x7E27,6,0
8725343387,12/23/23 0:14:36,File Creation,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/23/23 0:14:36,12/23/23 0:16:18,12/23/23 0:16:18,12/23/23 0:16:18,Initialize File Record Segment,0x7E28,0,0
