TimeStamp(UTC+8),USN,File/Directory Name,FullPath,EventInfo,SourceInfo,FileAttribute,Carving Flag,FileReferenceNumber,ParentFileReferenceNumber,case_id,label_category,label_detail
12/26/23 22:39:35,1717125264,WindowsUpdate.20231225.183040.874.1.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.183040.874.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000300000000C076,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.183040.874.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717125984,WindowsUpdate.20231225.184944.109.1.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.184944.109.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C077,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.184944.109.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717126832,WindowsUpdate.20231225.191048.081.1.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.191048.081.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C078,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.191048.081.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717127552,WindowsUpdate.20231225.193041.301.1.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.193041.301.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C07A,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.193041.301.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717128272,WindowsUpdate.20231225.203041.323.1.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.203041.323.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C07B,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.203041.323.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717130640,WindowsUpdate.20231225.231817.373.1.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.231817.373.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x010300000000811A,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.231817.373.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:51:39,1717497624,nTimestomp_SI_M_Manipulation.dll,\Program Files\Windows Mail\nTimestomp_SI_M_Manipulation.dll,Basic_Info_Changed / File_Closed,Normal,Archive,,0x000B000000007417,0x000100000000009C,8,Timestamp Manipulation,"[Malicious] The timestamp of nTimestomp_SI_M_Manipulation.dll"" may have been manipulated after executing nTimestomp. => ((MFTmodifiedTime : 2023-12-26 22:46:00) != (Last Basic_Info_Changed Event Time : 2023-12-26 22:51:39))"""
12/26/23 22:51:39,1717498128,NTIMESTOMP_V1.2_X64.EXE-6EA682C3.pf,\Windows\Prefetch\NTIMESTOMP_V1.2_X64.EXE-6EA682C3.pf,File_Created / Data_Added / File_Closed,Normal,Archive / Not_Content_Indexed,,0x001100000000026B,0x0002000000019619,8,Execution of Suspicious Programs,nTimestomp (Timestamp Manipulation) has been executed.
12/26/23 22:59:47,1717076904,WindowsUpdate.20231225.164824.113.64.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.164824.113.64.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000800000000C03B,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.64.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:46) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:48,1717080352,WindowsUpdate.20231225.164824.113.68.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.164824.113.68.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C041,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.68.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:48) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:48,1717081072,WindowsUpdate.20231225.164824.113.69.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.164824.113.69.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C043,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.69.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:48) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:48,1717081792,WindowsUpdate.20231225.164824.113.70.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.164824.113.70.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C046,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.70.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:48) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:48,1717082512,WindowsUpdate.20231225.164824.113.71.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.164824.113.71.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C047,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.71.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:48) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:48,1717083232,WindowsUpdate.20231225.164824.113.72.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.164824.113.72.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C048,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.72.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:48) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:49,1717083952,WindowsUpdate.20231225.164824.113.73.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.164824.113.73.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C04A,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.73.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:48) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:49,1717084736,WindowsUpdate.20231225.164824.113.74.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.164824.113.74.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C04B,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.74.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:49,1717085456,WindowsUpdate.20231225.164824.113.75.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.164824.113.75.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C04C,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.75.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:49,1717086176,WindowsUpdate.20231225.164824.113.76.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.164824.113.76.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C04D,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.76.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:49,1717086896,WindowsUpdate.20231225.164824.113.77.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.164824.113.77.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C04F,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.77.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:49,1717087616,WindowsUpdate.20231225.164824.113.78.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.164824.113.78.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x001F00000000C069,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.78.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:49,1717088400,WindowsUpdate.20231225.164824.113.79.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.164824.113.79.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C06A,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.79.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:49,1717089120,WindowsUpdate.20231225.164824.113.80.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.164824.113.80.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000300000000C06B,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.80.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:49,1717089840,WindowsUpdate.20231225.164824.113.81.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.164824.113.81.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000300000000C06C,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.81.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:49,1717090560,WindowsUpdate.20231225.164824.113.82.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.164824.113.82.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C06D,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.82.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:49,1717091280,WindowsUpdate.20231225.164824.113.83.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.164824.113.83.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C06E,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.83.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:49,1717092000,WindowsUpdate.20231225.164824.113.84.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.164824.113.84.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C06F,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.84.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:50,1717092784,WindowsUpdate.20231225.164824.113.85.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.164824.113.85.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C070,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.85.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:50) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:50,1717093504,WindowsUpdate.20231225.164824.113.86.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.164824.113.86.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000300000000C071,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.86.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:50) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:50,1717094224,WindowsUpdate.20231225.164824.113.87.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.164824.113.87.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C072,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.87.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:50) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:50,1717094944,WindowsUpdate.20231225.164824.113.88.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.164824.113.88.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C073,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.88.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:50) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:50,1717095664,WindowsUpdate.20231225.164824.113.89.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.164824.113.89.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000300000000C076,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.89.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:50) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:51,1717096736,WindowsUpdate.20231225.173759.428.1.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.173759.428.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C077,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.173759.428.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:50) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:51,1717097544,WindowsUpdate.20231225.173759.428.2.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.173759.428.2.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C078,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.173759.428.2.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:51) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:51,1717098264,WindowsUpdate.20231225.175817.420.1.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.175817.420.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C07A,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.175817.420.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:51) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:51,1717098984,WindowsUpdate.20231225.181843.333.1.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.181843.333.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C07B,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.181843.333.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:51) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:59:51,1717099704,WindowsUpdate.20231225.183040.874.1.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.183040.874.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C07C,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.183040.874.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:51) != (Creation Event Time : 2023-12-26 22:39:35))"""
12/26/23 22:59:51,1717100544,WindowsUpdate.20231225.184944.109.1.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.184944.109.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C07E,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.184944.109.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:51) != (Creation Event Time : 2023-12-26 22:39:35))"""
12/26/23 22:59:51,1717101984,WindowsUpdate.20231225.193041.301.1.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.193041.301.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C081,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.193041.301.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:51) != (Creation Event Time : 2023-12-26 22:39:35))"""
12/26/23 22:59:51,1717102704,WindowsUpdate.20231225.203041.323.1.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.203041.323.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C084,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.203041.323.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:51) != (Creation Event Time : 2023-12-26 22:39:35))"""
12/26/23 22:59:51,1717103424,WindowsUpdate.20231225.213041.312.1.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.213041.312.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C085,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.213041.312.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:51) != (Creation Event Time : 2023-12-26 22:39:35))"""
12/26/23 22:59:51,1717104232,WindowsUpdate.20231225.223041.336.1.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.223041.336.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C087,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.223041.336.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:51) != (Creation Event Time : 2023-12-26 22:39:35))"""
12/26/23 22:59:51,1717105216,WindowsUpdate.20231225.231817.373.1.etl,\Windows\Temp\_D120F901-E2B2-49F7-81C4-9C3375ADC898\WindowsUpdate.20231225.231817.373.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C088,0x002300000000A730,9,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.231817.373.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:59:51) != (Creation Event Time : 2023-12-26 22:39:35))"""
12/26/23 23:09:09,1717631080,nTimestomp_SI_MACE_Manipulation.dll,\Program Files\Windows Mail\nTimestomp_SI_MACE_Manipulation.dll,Basic_Info_Changed / File_Closed,Normal,Archive,,0x000D00000000C026,0x000100000000009C,9,Timestamp Manipulation,"[Malicious] The timestamp of nTimestomp_SI_MACE_Manipulation.dll"" may have been manipulated after executing nTimestomp. => ((CreationTime : 2022-12-22 23:19:23) != (Creation Event Time : 2023-12-26 23:03:30))"""
12/26/23 23:09:09,1717631488,NTIMESTOMP_V1.2_X64.EXE-6EA682C3.pf,\Windows\Prefetch\NTIMESTOMP_V1.2_X64.EXE-6EA682C3.pf,File_Created / Data_Added / File_Closed,Normal,Archive / Not_Content_Indexed,,0x00160000000002C5,0x0002000000019619,9,Execution of Suspicious Programs,nTimestomp (Timestamp Manipulation) has been executed.
12/26/23 23:28:04,1717083064,WindowsUpdate.20231225.164824.113.64.etl,\Windows\Temp\_5B1CF7F0-1B92-49FC-A113-2610F85C8CAE\WindowsUpdate.20231225.164824.113.64.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C03E,0x000700000000C03D,10,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.64.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:28:04) != (Creation Event Time : 2023-12-26 22:59:48))"""
12/26/23 23:28:04,1717086320,WindowsUpdate.20231225.164824.113.68.etl,\Windows\Temp\_5B1CF7F0-1B92-49FC-A113-2610F85C8CAE\WindowsUpdate.20231225.164824.113.68.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C043,0x000700000000C03D,10,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.68.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:28:04) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 23:28:04,1717087040,WindowsUpdate.20231225.164824.113.69.etl,\Windows\Temp\_5B1CF7F0-1B92-49FC-A113-2610F85C8CAE\WindowsUpdate.20231225.164824.113.69.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C046,0x000700000000C03D,10,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.69.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:28:04) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 23:28:04,1717087760,WindowsUpdate.20231225.164824.113.70.etl,\Windows\Temp\_5B1CF7F0-1B92-49FC-A113-2610F85C8CAE\WindowsUpdate.20231225.164824.113.70.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C047,0x000700000000C03D,10,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.70.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:28:04) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 23:28:04,1717088544,WindowsUpdate.20231225.164824.113.71.etl,\Windows\Temp\_5B1CF7F0-1B92-49FC-A113-2610F85C8CAE\WindowsUpdate.20231225.164824.113.71.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C048,0x000700000000C03D,10,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.71.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:28:04) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 23:28:04,1717089264,WindowsUpdate.20231225.164824.113.72.etl,\Windows\Temp\_5B1CF7F0-1B92-49FC-A113-2610F85C8CAE\WindowsUpdate.20231225.164824.113.72.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C04A,0x000700000000C03D,10,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.72.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:28:04) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 23:28:04,1717089984,WindowsUpdate.20231225.164824.113.73.etl,\Windows\Temp\_5B1CF7F0-1B92-49FC-A113-2610F85C8CAE\WindowsUpdate.20231225.164824.113.73.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C04B,0x000700000000C03D,10,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.73.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:28:04) != (Creation Event Time : 2023-12-26 22:26:44))"""
